Date,"5    Home Sold As Foreclosure - Ratio - All Homes
Name: INDICATOR, dtype: object","6    Inventory Measure (Public)
Name: INDICATOR, dtype: object","7    Inventory Measure - SSA (Public)
Name: INDICATOR, dtype: object","9    Listings Price Cuts (SA) All Homes
Name: INDICATOR, dtype: object","11    Listings Price Cuts (SA) Condominiums
Name: INDICATOR, dtype: object","13    Listings Price Cuts (SA) Single-Family Residence
Name: INDICATOR, dtype: object","16    Median Listing Price - All Homes
Name: INDICATOR, dtype: object","17    Median Listing Price - Condo/Co-op
Name: INDICATOR, dtype: object","18    Median Listing Price - Duplex/Triplex
Name: INDICATOR, dtype: object","19    Median Listing Price - Five Or More Bedrooms
Name: INDICATOR, dtype: object","20    Median Listing Price - Four Bedrooms
Name: INDICATOR, dtype: object","21    Median Listing Price - One Bedroom
Name: INDICATOR, dtype: object","22    Median Listing Price - Single-Family Residence
Name: INDICATOR, dtype: object","23    Median Listing Price - Three Bedrooms
Name: INDICATOR, dtype: object","24    Median Listing Price - Two Bedrooms
Name: INDICATOR, dtype: object","25    Median Listing Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","26    Median Listing Price Per Square Foot - Condo/C...
Name: INDICATOR, dtype: object","27    Median Listing Price Per Square Foot - Duplex/...
Name: INDICATOR, dtype: object","28    Median Listing Price Per Square Foot - Five Or...
Name: INDICATOR, dtype: object","29    Median Listing Price Per Square Foot - Four Be...
Name: INDICATOR, dtype: object","30    Median Listing Price Per Square Foot - One Bed...
Name: INDICATOR, dtype: object","31    Median Listing Price Per Square Foot - Single-...
Name: INDICATOR, dtype: object","32    Median Listing Price Per Square Foot - Three B...
Name: INDICATOR, dtype: object","33    Median Listing Price Per Square Foot - Two Bed...
Name: INDICATOR, dtype: object","34    Median Price Cut Dollar - All Homes
Name: INDICATOR, dtype: object","35    Median Price Cut Dollar - Condo
Name: INDICATOR, dtype: object","36    Median Price Cut Dollar - Single-Family Residence
Name: INDICATOR, dtype: object","37    Median Price Of Reduction - All Homes
Name: INDICATOR, dtype: object","38    Median Price Of Reduction - Condo
Name: INDICATOR, dtype: object","39    Median Price Of Reduction - Single-Family Resi...
Name: INDICATOR, dtype: object","40    Median Rental Price - All Homes
Name: INDICATOR, dtype: object","41    Median Rental Price - Condo/Co-op
Name: INDICATOR, dtype: object","42    Median Rental Price - Duplex/Triplex
Name: INDICATOR, dtype: object","43    Median Rental Price - Five Or More Bedrooms
Name: INDICATOR, dtype: object","44    Median Rental Price - Four Bedrooms
Name: INDICATOR, dtype: object","45    Median Rental Price - Multi-Family Residence
Name: INDICATOR, dtype: object","46    Median Rental Price - One Bedroom
Name: INDICATOR, dtype: object","47    Median Rental Price - Single-Family Residence
Name: INDICATOR, dtype: object","48    Median Rental Price - Studio
Name: INDICATOR, dtype: object","49    Median Rental Price - Three Bedrooms
Name: INDICATOR, dtype: object","50    Median Rental Price - Two Bedrooms
Name: INDICATOR, dtype: object","51    Median Rental Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","52    Median Rental Price Per Square Foot - Condo/Co-op
Name: INDICATOR, dtype: object","53    Median Rental Price Per Square Foot - Duplex/T...
Name: INDICATOR, dtype: object","54    Median Rental Price Per Square Foot - Five Or ...
Name: INDICATOR, dtype: object","55    Median Rental Price Per Square Foot - Four Bed...
Name: INDICATOR, dtype: object","56    Median Rental Price Per Square Foot - Multi-Fa...
Name: INDICATOR, dtype: object","57    Median Rental Price Per Square Foot - One Bedroom
Name: INDICATOR, dtype: object","58    Median Rental Price Per Square Foot - Single-F...
Name: INDICATOR, dtype: object","59    Median Rental Price Per Square Foot - Studio
Name: INDICATOR, dtype: object","60    Median Rental Price Per Square Foot - Three Be...
Name: INDICATOR, dtype: object","61    Median Rental Price Per Square Foot - Two Bedr...
Name: INDICATOR, dtype: object","62    Median Sold Price - All Homes
Name: INDICATOR, dtype: object","63    Median Sold Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","64    Median Sold Price Per Square Foot - Condo
Name: INDICATOR, dtype: object","65    Median Sold Price Per Square Foot - Single-Fam...
Name: INDICATOR, dtype: object","66    Median Value Per Square Foot - All Homes
Name: INDICATOR, dtype: object","68    Percent Of Homes Decreasing In Values - All Homes
Name: INDICATOR, dtype: object","69    Percent Of Homes Increasing In Values - All Homes
Name: INDICATOR, dtype: object","70    Percent Of Homes Selling For Gain - All Homes
Name: INDICATOR, dtype: object","71    Percent Of Homes Selling For Loss - All Homes
Name: INDICATOR, dtype: object","72    Percent Of Listings With Price Reductions - Al...
Name: INDICATOR, dtype: object","74    Percent Of Listings With Price Reductions - Condo
Name: INDICATOR, dtype: object","76    Percent Of Listings With Price Reductions - Si...
Name: INDICATOR, dtype: object","78    Percent Transactions That Are Previously Forec...
Name: INDICATOR, dtype: object","79    Price To Rent Ratio - All Homes
Name: INDICATOR, dtype: object","80    Turnover - All Homes
Name: INDICATOR, dtype: object","81    Unsold Renos - All Homes
Name: INDICATOR, dtype: object","82    Zillow Home Value Index - All Homes
Name: INDICATOR, dtype: object","84    Zillow Home Value Index - Bottom Tier Year-Ove...
Name: INDICATOR, dtype: object","85    Zillow Home Value Index - Bottom Tier
Name: INDICATOR, dtype: object","86    Zillow Home Value Index - Condo
Name: INDICATOR, dtype: object","87    Zillow Home Value Index - Five Or More Bedrooms
Name: INDICATOR, dtype: object","88    Zillow Home Value Index - Four Bedrooms
Name: INDICATOR, dtype: object","89    Zillow Home Value Index - Middle Tier - Year-O...
Name: INDICATOR, dtype: object","90    Zillow Home Value Index - Middle Tier
Name: INDICATOR, dtype: object","91    Zillow Home Value Index - One Bedroom
Name: INDICATOR, dtype: object","92    Zillow Home Value Index - Single-Family Residence
Name: INDICATOR, dtype: object","93    Zillow Home Value Index - Three Bedrooms
Name: INDICATOR, dtype: object","94    Zillow Home Value Index - Top Tier - Year-Over...
Name: INDICATOR, dtype: object","95    Zillow Home Value Index - Top Tier
Name: INDICATOR, dtype: object","96    Zillow Home Value Index - Two Bedrooms
Name: INDICATOR, dtype: object","98    Zillow Rental Index - All Homes Plus Multi-Family
Name: INDICATOR, dtype: object","100    Zillow Rental Index - All Homes
Name: INDICATOR, dtype: object","102    Zillow Rental Index - Multi-Family Residence
Name: INDICATOR, dtype: object","104    Zillow Rental Index - Single-Family Residence
Name: INDICATOR, dtype: object","105    Zillow Rental Index Per Square Foot - All Homes
Name: INDICATOR, dtype: object"
1/31/1998,1.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179200,134.7333,163.9944,121.9793,131,4.99,93,,,,,,0.7243,,5.7601,,189200,0.113114754,135800,135200,260800,237100,0.115566038,189200,114300,196200,198000,0.142527852,297400,164200,,,,,
2/28/1998,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182975,134.2293,170.8064,122.7923,132,5.61,92.18,,,,,,0.9449,,5.7832,,191300,0.115447154,137200,136900,264000,239900,0.11871345,191300,115800,198800,200700,0.143780905,300700,166000,,,,,
3/31/1998,0.6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187592.5,136.8888,174.0941,127.4781,134,6.07,91.68,,,,,,0.7883,,5.8948,,193500,0.117741935,138600,138700,267200,242700,0.12173913,193500,117300,201400,203400,0.145386064,304100,167700,,,,,
4/30/1998,0.5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193750,143.5639,179.6337,133.013,135,5.03,93,,,,,,0.6968,,5.9619,,195800,0.119904077,140100,140700,270500,245800,0.125287356,195800,118700,204000,206100,0.146532438,307500,169400,,,,,
5/31/1998,0.6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197200,147.9014,182.3359,138.64,137,4.72,93.61,,,,,,0.6799,,6.0246,,198200,0.121236133,141500,142700,273900,249000,0.128701595,198200,120200,206800,208900,0.147547031,311100,171100,,,,,
6/30/1998,0.7815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199175,149.2707,184.0131,141.1413,139,3.87,94.77,,,,,,0.7572,,6.1142,,200700,0.12244898,143000,144700,277400,252200,0.133258046,200700,121700,209700,211700,0.149270073,314900,173000,,,,,
7/31/1998,0.7293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199275,147.1983,182.5609,138.1031,140,3.61,94.89,,,,,,0.7529,,6.2137,,203500,0.125291829,144600,146600,281000,255600,0.139417693,203500,123200,212800,214500,0.150848069,318900,174900,,,,,
8/31/1998,0.6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202150,148.1928,180.6964,138.4048,142,3.5,95.22,,,,,,0.7152,,6.2412,,206300,0.128858025,146300,148600,284600,258900,0.145474736,206300,124800,215800,217400,0.152693543,323100,176800,,,,,
9/30/1998,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200575,147.0133,178.5976,138.4813,143,3.55,95.16,,,,,,0.7097,,6.3061,,209100,0.131599082,147900,150400,288200,262100,0.150798019,209100,126300,218900,220200,0.154090268,327300,178700,,,,,
10/31/1998,0.6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201032.5,147.5396,180.5321,139.9102,145,3.42,95.16,,,,,,0.5693,,6.2913,,211900,0.134294385,149500,151900,291700,265200,0.156028369,211900,127800,221800,222900,0.155454862,331500,180600,,,,,
11/30/1998,0.6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200392.5,148.3189,180.7293,140.4538,147,2.73,96.01,,,,,,0.6596,,6.3325,,214700,0.135338346,151000,153200,295100,268100,0.15991356,214700,129300,224600,225500,0.15604547,335600,182500,,,,,
12/31/1998,0.5951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205300,149.16,181.6654,141.7828,148,2.94,95.73,,,,,,0.7152,,6.288,,217300,0.133283693,152200,154300,298500,270900,0.16141101,217300,130700,227100,227900,0.155888359,339600,184300,,,,,
1/31/1999,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,147.6184,179.2417,138.9549,150,2.98,95.43,,,,,,0.7073,,6.239,,219700,0.129602356,153400,155200,301900,273500,0.161205074,219700,132000,229400,230100,0.154337592,343300,186000,,,,,
2/28/1999,0.7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215050,149.6919,183.4737,139.8099,151,3.86,94.09,,,,,,1.0081,,6.1829,,221800,0.124635569,154300,155900,305000,275900,0.159435442,221800,133200,231400,232100,0.152976388,346700,187500,,,,,
3/31/1999,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210750,152.3942,191.2949,142.0523,152,3.84,94.13,,,,,,0.8633,,6.1395,,223700,0.11976912,155200,156500,307800,278200,0.156072351,223700,134400,233100,233900,0.149950674,349700,188900,,,,,
4/30/1999,0.5252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212950,156.6953,194.6575,146.7158,153,5.04,92.45,,,,,,0.6954,,6.0966,,225500,0.11420414,156100,157000,310500,280500,0.151685393,225500,135400,234900,235700,0.146666667,352600,190400,,,,,
5/31/1999,0.3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221675,161.6253,199.8414,153.2028,154,4.7,92.93,,,,,,0.7029,,6.0994,,227400,0.11024735,157100,157600,313300,282900,0.147325933,227400,136500,236600,237500,0.142076503,355300,191900,,,,,
6/30/1999,0.5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230532.5,163.8679,205.0114,155.2002,156,5.16,92.21,,,,,,0.5008,,6.1285,,229300,0.106293706,158200,158400,316100,285400,0.142501246,229300,137500,238500,239400,0.136551286,357900,193500,,,,,
7/31/1999,0.5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232742.5,166.0467,209.4876,157.4943,157,4.19,93.49,,,,,,0.4,,6.112,,231300,0.103042877,159500,159200,319100,288100,0.136609337,231300,138700,240500,241500,0.130448416,360500,195300,,,,,
